"date","count","lat","long","train1","train2","train3","aspect_250m","bottom_salinity_mean_resample_250m","bpi_4000_20000_250m","bpi_500_5000_250m","chloro_a_mean_resample_250m","chloro_a_sd_resample_250m","depth_250m","distance_from_coast_250m","distance_to_rivers_250m","fishing_effort_mean_250m","fishing_effort_quantiles_250m","o2_bottom_mean_resample_250m","o2_bottom_sd_resample_250m","o2_surface_mean_resample_250m","o2_surface_sd_resample_250m","ph_mean_resample_250m","ph_sd_resample_250m","primary_productivity_mean_resample_250m","primary_productivity_sd_resample_250m","secchi_depth_mean_resample_250m","secchi_depth_sd_resample_250m","slope_250m","summer_bottomT_mean_resample_250m","summer_surfaceT_mean_resample_250m","surface_salinity_mean_resample_250m","wave_sig_height_mean_resample_250m","wave_sig_height_sd_resample_250m","winter_bottomT_mean_resample_250m","winter_surfaceT_mean_resample_250m","year_round_bottomT_mean_resample_250m","year_round_bottomT_sd_resample_250m","year_round_surfaceT_mean_resample_250m","year_round_surfaceT_sd_resample_250m"
2000-05-22,0,59.8552,23.2717,1,1,1,315,5.89168453216553,-1,-18,1.52597510814667,1.16407668590546,35,2591,6676,0,1,368.783111572266,43.706169128418,367.422210693359,48.0957832336426,8.19350147247314,0.0717333629727364,3022.21997070312,2267.2890625,8.66797256469727,1.38800418376923,0.162056505680084,10.1560792922974,11.8789196014404,5.78730869293213,0.449282646179199,0.0374252162873745,1.97165060043335,1.76687490940094,6.93133115768433,4.85550785064697,7.50068473815918,5.56109285354614
2000-05-22,0,59.91833,25.03267,0,0,0,45,8.03681659698486,-10,-4,1.23987793922424,0.958928167819977,71,39695,61945,1,7,188.734573364258,58.9710693359375,361.048034667969,48.083854675293,8.2533130645752,0.0477532185614109,1925.45336914062,1594.66979980469,8.76502323150635,1.35713291168213,0.0405142270028591,4.54561614990234,12.1475391387939,5.21874523162842,0.793874800205231,0.0632609948515892,5.22456169128418,2.62194609642029,4.7946195602417,0.927633583545685,8.1409330368042,5.91359329223633
2000-05-22,0,59.91833,25.597,0,0,1,354,7.62499666213989,-5,9,1.25894272327423,1.01327955722809,49,59744,78354,0,3,207.675079345703,53.8120994567871,361.808166503906,49.5580215454102,8.2719841003418,0.0472281724214554,1868.99890136719,1609.49743652344,8.61609077453613,1.37770092487335,0.632826864719391,4.39741563796997,12.2025671005249,4.98276901245117,0.790872812271118,0.0604137182235718,5.3105525970459,2.51686358451843,4.78307867050171,0.967227458953857,8.12577724456787,6.03291273117065
2000-05-22,0,60.02,26.08067,1,1,1,260,7.17031478881836,-3,11,1.24231803417206,1.00868129730225,40,45223,65264,0,1,222.166198730469,47.5983467102051,363.330017089844,50.0905685424805,8.29146766662598,0.049271572381258,1813.9580078125,1574.60241699219,8.47558879852295,1.31277942657471,0.696998834609985,4.10549354553223,12.1736822128296,4.73834657669067,0.824442207813263,0.0619718693196774,5.32914972305298,2.30446982383728,4.78619718551636,1.10643815994263,8.0085620880127,6.04027318954468
2000-05-23,0,59.78667,27.12,1,1,1,90,7.16185474395752,-12,-1,1.26042366027832,1.13822603225708,67,14430,81957,1,7,195.064605712891,44.7066917419434,363.685516357422,53.0203437805176,8.2997989654541,0.0596851520240307,1655.84899902344,1534.12646484375,8.41279220581055,1.37910568714142,0,4.17315053939819,12.5102405548096,4.58292675018311,0.684690475463867,0.053164966404438,5.45559501647949,2.20990610122681,4.71305322647095,0.902459681034088,8.13039016723633,6.28739213943481
2000-05-23,0,59.83883,25.85633,1,1,1,357,8.84525871276855,-8,-5,1.25083744525909,1.05347609519958,86,36059,60397,0,4,126.324096679688,39.2068061828613,361.799163818359,50.1315574645996,8.2863302230835,0.0481635443866253,1798.21606445312,1604.92163085938,8.54673004150391,1.38251161575317,0.659494817256927,5.10833930969238,12.2588977813721,4.82507419586182,0.781215965747833,0.0584123507142067,5.30635404586792,2.50102138519287,5.08308982849121,0.604867398738861,8.16250228881836,6.08418798446655
2000-05-23,0,60.07167,26.34667,1,0,1,315,7.80309677124023,-15,-1,1.25012457370758,1.017702460289,66,49164,71548,0,1,176.344085693359,45.1216697692871,364.049682617188,50.9734992980957,8.29859161376953,0.0507430545985699,1819.29223632812,1555.80053710938,8.4109354019165,1.2989729642868,0.121542520821095,4.52201652526855,12.2009325027466,4.64473247528076,0.822322487831116,0.0643732622265816,5.38180112838745,2.18099212646484,4.89153623580933,0.805140852928162,7.98236417770386,6.11437654495239
2000-05-23,0,60.125,28.05883,1,1,1,180,5.49077749252319,-6,-1,1.74778056144714,1.7513769865036,41,23687,77094,5,10,301.084381103516,51.7228622436523,372.757110595703,60.9367752075195,8.42495346069336,0.0927672907710075,2640.9345703125,2017.77514648438,7.09227561950684,1.50813639163971,0.229181900620461,4.10314607620239,12.7818880081177,3.38632583618164,0.692223250865936,0.0507794395089149,3.94221663475037,1.28124988079071,4.77769994735718,1.90437138080597,7.80900144577026,6.59659337997437
2000-05-23,0,60.13667,27.46283,1,0,1,296,6.65266513824463,-1,0,1.38999652862549,1.25326442718506,54,36658,86326,0,5,221.564636230469,43.6103782653809,368.5439453125,55.7342872619629,8.36042213439941,0.065962091088295,2090.95166015625,1692.20104980469,7.77791500091553,1.25367641448975,0.12811703979969,4.03902912139893,12.5623474121094,3.94255208969116,0.765223562717438,0.0576980300247669,5.45438146591187,1.66221070289612,4.76916265487671,1.09220099449158,7.91772937774658,6.40961933135986
2000-05-24,0,59.58667,23.29667,1,0,0,90,8.54725360870361,0,0,1.16448450088501,0.793489098548889,67,53856,63508,1,7,193.071166992188,63.0846710205078,356.042846679688,46.8129196166992,8.18576526641846,0.0439281910657883,1907.7265625,1648.06604003906,9.14569568634033,1.36872291564941,0,4.93744897842407,12.0926361083984,5.90599632263184,0.936199843883514,0.0806306898593903,5.4956226348877,3.35469174385071,5.11540079116821,0.878814816474915,8.54886722564697,5.82115936279297
2000-05-24,0,59.85167,24.83033,1,1,1,26,8.66705703735352,-10,0,1.22616815567017,0.921007394790649,70,48864,63298,1,7,152.991958618164,50.0227699279785,360.660522460938,47.9286613464355,8.24915885925293,0.0477872714400291,1876.65954589844,1536.15319824219,8.80316734313965,1.34371590614319,0.256232798099518,4.9897665977478,12.0938758850098,5.26845216751099,0.803651809692383,0.0646570324897766,5.37863063812256,2.68307137489319,5.04069423675537,0.691180467605591,8.16504955291748,5.91951990127563
2000-05-28,0,55.54983,18.39683,1,1,1,90,11.2009601593018,0,0,1.30627429485321,0.815922200679779,89,142119,145957,3,9,175.219955444336,30.569185256958,341.283782958984,40.4079971313477,8.09580135345459,0.0330068357288837,2340.48071289062,1780.10363769531,9.44740295410156,1.41294372081757,7.95138679647378e-16,5.71243190765381,13.3745222091675,7.23527002334595,1.19656383991241,0.0856142044067383,6.6433277130127,4.95592403411865,6.08794927597046,0.706256926059723,9.93771934509277,5.48769617080688
2000-06-04,0,57.98233,21.27767,1,1,1,90,8.3127555847168,-2,0,1.19235146045685,0.764923214912415,67,78091,97597,2,9,257.119476318359,44.4938850402832,345.013946533203,42.1705665588379,8.10994911193848,0.0357890948653221,2120.60229492188,1735.35534667969,9.5008716583252,1.42859947681427,0,4.69957876205444,12.722336769104,6.93285703659058,1.17202651500702,0.09319157153368,5.69444561004639,4.75484657287598,5.20662832260132,1.14019298553467,9.53212547302246,5.55741739273071
2000-06-05,0,54.55833,18.68,1,0,1,225,7.88286685943604,-4,1,2.78701663017273,1.70747315883636,30,13625,22629,0,4,312.133087158203,34.0515670776367,339.927520751953,42.6905212402344,8.14006614685059,0.0634018033742905,7139.95458984375,5354.08154296875,7.64795827865601,1.82146775722504,0.121542520821095,7.65648508071899,15.3583755493164,6.94834136962891,0.379133939743042,0.01559988129884,5.14732074737549,4.32486009597778,6.89652109146118,2.45833849906921,10.5939302444458,6.09449911117554
2000-06-05,0,58.35,21.24617,0,0,1,116,8.86263656616211,-2,-8,1.20077383518219,0.803678512573242,78,59359,85150,1,7,213.078552246094,49.3486633300781,346.360534667969,42.7505912780762,8.112548828125,0.0387843921780586,2051.291015625,1778.04345703125,9.48899078369141,1.472327709198,0.12811703979969,5.00507640838623,12.5818958282471,6.77326679229736,1.15967047214508,0.0954524725675583,5.63028383255005,4.68311595916748,5.31949758529663,0.828543305397034,9.40990352630615,5.54765129089355
2000-06-05,0,59.70533,24.6825,1,1,1,270,9.07546806335449,-5,-2,1.26850593090057,0.952788352966309,83,28594,58511,1,8,143.302642822266,41.7566261291504,358.688568115234,47.4920043945312,8.23813629150391,0.0455249324440956,1985.36743164062,1662.02612304688,8.84489250183105,1.42366552352905,3.97569339823689e-16,5.20432329177856,12.1113967895508,5.40893793106079,0.772508859634399,0.0652280077338219,5.47017812728882,2.93784832954407,5.21139430999756,0.590419292449951,8.31205177307129,5.88577890396118
2000-06-07,1,54.875,18.08333,1,1,0,149,7.58061981201172,2,0,1.75172424316406,0.823923289775848,18,7530,8298,0,6,336.145294189453,39.4973335266113,340.077270507812,41.0927886962891,8.12227153778076,0.0426624082028866,4177.9638671875,2919.73901367188,8.698561668396,1.27143216133118,0.167043998837471,10.6928100585938,13.7367000579834,7.45415687561035,0.845473766326904,0.0603655278682709,4.49663734436035,4.35050868988037,8.55414199829102,4.33526849746704,9.86411094665527,5.54903841018677
2000-06-07,0,55.555,18.4,1,1,1,90,11.2202005386353,0,0,1.3062162399292,0.816654860973358,89,143326,147165,0,4,175.663024902344,30.7911510467529,341.322418212891,40.4152221679688,8.09578800201416,0.0330239683389664,2335.38110351562,1776.34912109375,9.44895839691162,1.41303133964539,7.95138679647378e-16,5.72440958023071,13.3720932006836,7.2343807220459,1.19721817970276,0.085675872862339,6.65993309020996,4.95363235473633,6.10100173950195,0.708712875843048,9.93435573577881,5.48674011230469
2000-06-08,0,54.45,15.98333,0,1,0,168,8.60976600646973,0,-1,1.4959272146225,0.690040290355682,35,35782,39243,3,9,314.29541015625,37.8190155029297,337.50732421875,42.0192337036133,8.11364841461182,0.0402753092348576,3130.68823242188,1960.37817382812,9.08692646026611,1.21244311332703,0.146075829863548,7.73949384689331,14.0555734634399,7.57161331176758,0.861764967441559,0.0623234808444977,6.01950073242188,4.85631084442139,7.44209766387939,2.3971540927887,10.3527870178223,5.56240272521973
2000-06-08,1,54.63333,16.8,1,1,1,270,7.73825883865356,0,0,1.96795094013214,1.04740786552429,19,10048,11065,0,1,329.717529296875,48.1594161987305,339.251922607422,43.7890663146973,8.13317394256592,0.0576006472110748,4682.38720703125,3753.4892578125,8.41515827178955,1.43453454971313,9.93923349559222e-17,11.2792663574219,14.1342124938965,7.52093553543091,0.803930640220642,0.0636760145425797,4.51009607315063,4.13577222824097,9.03469371795654,4.57462787628174,10.1105680465698,5.73719215393066
2000-06-09,1,54.06667,14.25,0,1,0,90,7.79974699020386,0,0,3.40146684646606,2.12474012374878,13,20329,24218,4,10,326.564331054688,56.7651634216309,339.086975097656,49.3812026977539,8.16639518737793,0.0953129082918167,8590.2275390625,8123.05810546875,7.00702571868896,1.99903297424316,9.93923349559222e-17,14.6652803421021,15.777364730835,7.50408554077148,0.622461259365082,0.0195029377937317,3.56930613517761,3.14805173873901,10.1630802154541,5.94530963897705,10.3924970626831,6.36687612533569
2000-06-10,0,55.25,15.98333,1,1,0,90,17.6741275787354,-1,0,1.36945939064026,0.777506411075592,92,93519,114526,1,8,122.119697570801,51.5034217834473,338.283538818359,39.7922172546387,8.09949111938477,0.0347158052027225,2570.63232421875,1811.7939453125,9.36664485931396,1.35685205459595,7.95138679647378e-16,7.35886192321777,13.5175294876099,7.54384136199951,1.09222841262817,0.0635189041495323,7.97705411911011,5.23400831222534,7.56961917877197,0.975514352321625,10.173716545105,5.38156127929688
2000-06-13,0,59.785,19.929,1,1,1,183,8.03500652313232,-79,-22,1.31106913089752,1.03022623062134,193,10677,87015,0,7,288.183929443359,19.745231628418,361.003295898438,43.1076889038086,8.05775165557861,0.0488813817501068,1977.15588378906,1870.94567871094,8.92756175994873,1.53671312332153,0.487844198942184,4.45109128952026,11.4219064712524,5.59700345993042,0.944895148277283,0.0611265003681183,5.35455560684204,3.32439374923706,4.77703714370728,0.589065194129944,8.02832889556885,5.38378286361694
2000-06-13,0,60.18883,19.14267,1,0,0,353,7.15893793106079,-54,-67,1.41764342784882,1.26662147045135,290,18280,59753,0,2,305.055877685547,14.5564212799072,364.753997802734,44.5790252685547,8.04084777832031,0.046015702188015,2017.58972167969,2021.7119140625,8.73278903961182,1.6344290971756,0.721297323703766,4.65070009231567,10.9438333511353,5.34949064254761,0.704510807991028,0.0294547919183969,5.410475730896,2.75534462928772,5.02995681762695,0.57815945148468,7.66138076782227,5.45615816116333
2000-06-14,0,61.085,19.57983,1,1,1,45,6.66678857803345,-8,-3,1.23912036418915,1.21374976634979,123,150861,174088,0,3,295.018402099609,18.034366607666,368.51611328125,44.864387512207,8.02285861968994,0.040101058781147,1713.09790039062,2022.53662109375,8.99523544311523,1.75517511367798,0.0405142270028591,3.94048810005188,10.1053123474121,5.32461214065552,0.954021871089935,0.0484352372586727,4.73486566543579,2.85083961486816,4.40530586242676,0.674940347671509,7.36547994613647,5.48596382141113
2000-06-14,0,61.23333,17.66,1,1,1,45,5.68261909484863,-8,-5,1.33672320842743,1.14291894435883,62,41384,58340,0,1,292.720092773438,32.4431266784668,371.765319824219,44.4365844726562,8.00931453704834,0.042809534817934,1454.69689941406,1532.67895507812,8.61812019348145,1.56249105930328,0.121542520821095,2.79561114311218,10.6465272903442,4.96781778335571,0.714996933937073,0.023501256480813,3.37169671058655,2.00525760650635,3.10827445983887,0.637225329875946,6.95232582092285,5.47859573364258
2000-06-14,0,62.60167,20.263,1,0,1,45,6.08510398864746,-2,-2,1.17951107025146,1.05925714969635,78,89205,124375,0,5,309.245910644531,25.165189743042,368.910369873047,44.4948616027832,8.0155725479126,0.0408595390617847,1578.91723632812,1693.05603027344,8.8289098739624,1.65814590454102,0.324110418558121,3.43460893630981,10.0514116287231,5.03264713287354,0.98303347826004,0.0651643574237823,4.30696582794189,2.92751622200012,3.73880624771118,0.902505278587341,7.2216215133667,5.30842208862305
2000-06-15,0,62.58617,19.969,0,1,0,185,6.42109823226929,-10,-61,1.14185523986816,1.04434072971344,181,121341,156767,0,4,289.345672607422,13.0092697143555,370.201324462891,44.2886238098145,8.00653553009033,0.0399544164538383,1410.74755859375,1573.04345703125,8.86830615997314,1.6051504611969,1.92912662029266,3.82796406745911,10.0635023117065,4.97421073913574,0.976035594940186,0.0570967122912407,4.41222810745239,2.78355860710144,4.04281091690063,0.468512207269669,7.13061332702637,5.34280443191528
2000-06-15,0,63.51667,21.51317,1,1,1,45,4.74364566802979,-7,-9,1.25853741168976,1.02331972122192,47,28615,81588,0,1,366.293365478516,39.8664360046387,384.6611328125,50.3907356262207,7.93099021911621,0.0515284240245819,1557.96508789062,1505.96228027344,7.31569623947144,1.13192296028137,0.324110418558121,5.04888296127319,9.53079795837402,3.1552951335907,0.686507105827332,0.0473601743578911,2.06834125518799,0.984329462051392,4.63071823120117,3.14085364341736,6.138747215271,5.73586368560791
2000-06-15,0,64.30183,22.34383,0,1,1,33,4.255455493927,-9,-2,1.05016577243805,0.908180296421051,108,95717,114388,0,1,355.175598144531,22.4927845001221,387.32958984375,45.7309989929199,7.90144157409668,0.0500441379845142,1052.576171875,1194.12133789062,7.25576019287109,0.984095811843872,0.206581979990005,1.97420525550842,8.19229698181152,2.88703417778015,0.826121151447296,0.0511574894189835,3.30459856987,1.50403380393982,2.84627318382263,1.18043875694275,5.76165580749512,5.36954021453857
2000-06-16,0,64.70167,22.06283,1,1,1,278,4.17771339416504,-19,-3,1.09998178482056,0.942095160484314,122,72946,91656,0,1,349.561004638672,21.038646697998,387.269439697266,46.1306266784668,7.89755725860596,0.050201416015625,1001.19964599609,1129.86901855469,7.17757320404053,1.00432121753693,0.202570334076881,1.38966953754425,8.19968891143799,2.84952235221863,0.748907327651978,0.0401441901922226,3.72541356086731,1.41172611713409,2.82624459266663,1.18065071105957,5.72921180725098,5.35766077041626
2000-06-16,0,64.80167,23.4795,1,1,0,300,3.87824940681458,-7,0,1.15318131446838,0.993480265140533,82,113293,120495,0,1,343.682037353516,11.9351053237915,387.940673828125,49.552131652832,7.90571165084839,0.0613993182778358,1116.82080078125,1274.83630371094,7.12311029434204,1.0566828250885,0.167043998837471,1.95338118076324,8.1150074005127,2.83951163291931,0.833490967750549,0.0678437426686287,3.94727754592896,1.51021909713745,3.01281023025513,0.92324686050415,5.77227354049683,5.57434606552124
2000-06-16,0,64.93833,22.34583,0,1,1,243,3.9355251789093,-16,-7,1.17620205879211,0.989245533943176,93,72198,115725,0,1,342.918121337891,13.6094226837158,387.269836425781,47.3169555664062,7.89279413223267,0.0552504621446133,1050.67492675781,1133.3388671875,7.0291485786438,1.00925934314728,0.12811703979969,1.87077915668488,8.42688655853271,2.78083443641663,0.765567481517792,0.0466426871716976,3.7877676486969,1.22108709812164,2.81579113006592,0.865955650806427,5.74630260467529,5.48210668563843
2000-06-16,0,65.23667,23.56267,1,1,1,81,3.54828310012817,-5,-3,1.21033990383148,1.00380802154541,68,76177,154918,0,1,343.395874023438,21.5069141387939,386.851043701172,50.0988426208496,7.89878225326538,0.0723149254918098,1124.46862792969,1174.51904296875,6.90948820114136,1.06984305381775,0.202570334076881,2.28949880599976,8.72446537017822,2.68689250946045,0.779886960983276,0.0705403983592987,3.7396457195282,1.21113502979279,3.13147044181824,1.21267867088318,5.85613536834717,5.70040941238403
2000-06-17,0,62.84517,18.88867,1,1,1,263,6.3779296875,-37,-1,1.32915163040161,1.18627786636353,199,39825,69946,0,1,272.791381835938,11.736946105957,373.437225341797,45.279541015625,7.99242544174194,0.0442530177533627,1389.74682617188,1427.98095703125,8.45620250701904,1.55779981613159,0.25941589474678,4.02570724487305,10.4132280349731,4.64323663711548,0.820330560207367,0.0465105324983597,3.92197275161743,2.09147500991821,3.93174529075623,0.313726365566254,6.90696382522583,5.44754648208618
2000-06-18,0,61.08667,20.5965,1,0,0,45,6.3458948135376,1,0,1.14475178718567,1.03506636619568,77,65538,93788,4,10,319.154968261719,17.5994873046875,366.262329101562,44.5487632751465,8.02891063690186,0.0399358905851841,1807.11877441406,1962.41088867188,9.05281352996826,1.60088872909546,0.121542520821095,3.59993982315063,10.312668800354,5.34830760955811,0.945465207099915,0.0617295429110527,4.91637754440308,3.0236508846283,4.31801414489746,0.867678463459015,7.56403493881226,5.49691486358643
2000-09-19,0,59.852,23.2532,1,0,0,199,5.88598585128784,1,2,1.54155158996582,1.18888306617737,10,780,4987,0,1,369.539703369141,44.2389678955078,367.74853515625,48.2855644226074,8.19242382049561,0.0716122016310692,3049.18383789062,2299.30200195312,8.65439796447754,1.39792847633362,0.942252099514008,10.3506927490234,11.8995161056519,5.79169893264771,0.445301234722137,0.0361161716282368,1.88316941261292,1.72455835342407,6.96754837036133,4.93373966217041,7.49165201187134,5.57330560684204
2000-09-19,0,59.8552,23.2717,1,1,1,315,5.89168453216553,-1,-18,1.52597510814667,1.16407668590546,35,2591,6676,0,1,368.783111572266,43.706169128418,367.422210693359,48.0957832336426,8.19350147247314,0.0717333629727364,3022.21997070312,2267.2890625,8.66797256469727,1.38800418376923,0.162056505680084,10.1560792922974,11.8789196014404,5.78730869293213,0.449282646179199,0.0374252162873745,1.97165060043335,1.76687490940094,6.93133115768433,4.85550785064697,7.50068473815918,5.56109285354614
2001-05-02,0,57.746,11.52017,1,1,1,53,33.3684844970703,2,0,1.40699732303619,0.452432841062546,41,10109,37258,9,10,276.737823486328,29.6616954803467,314.055084228516,40.1992683410645,8.10446739196777,0.0473175123333931,2758.45336914062,1470.74584960938,12.0253648757935,1.35730040073395,0.532866179943085,9.54311847686768,15.0793018341064,20.5502586364746,0.929885268211365,0.100508265197277,7.15858888626099,3.90426969528198,9.59414482116699,3.44342350959778,10.1399526596069,5.71443796157837
2001-05-02,0,58.77388,17.69153,1,1,1,45,6.6943564414978,0,-17,1.45933699607849,0.979993164539337,43,3884,27776,0,6,345.222991943359,37.3727531433105,355.090881347656,42.2316970825195,8.0826587677002,0.0454420000314713,2462.32934570312,2044.02233886719,9.00559043884277,1.50859332084656,0.121542520821095,8.90924644470215,12.9356546401978,6.3276309967041,0.352099239826202,0.025722324848175,3.62693953514099,2.92953157424927,6.80227518081665,3.56571626663208,8.42006874084473,5.5852952003479
2001-05-07,0,57.19167,11.66667,1,1,0,79,34.098030090332,-14,-15,1.22329926490784,0.380348742008209,67,43353,64119,15,10,255.511535644531,37.8678092956543,309.864593505859,38.5002021789551,8.11701393127441,0.0491838678717613,1922.32275390625,1034.28649902344,12.5459690093994,1.16083788871765,0.786594688892365,7.93237400054932,15.2091856002808,21.4300670623779,0.879228174686432,0.0766187533736229,7.84821891784668,4.28539848327637,8.84466457366943,2.56100273132324,10.3591556549072,5.65065717697144
2001-05-07,0,57.55,11.525,1,1,1,45,34.4423446655273,-17,-6,1.28934586048126,0.431824654340744,75,20508,50610,5,10,269.4931640625,27.8558387756348,309.525177001953,38.7649383544922,8.11765098571777,0.048614215105772,2153.40795898438,1198.60485839844,12.4672679901123,1.29901838302612,0.283597320318222,7.62235498428345,15.1275720596313,21.9590740203857,0.878448605537415,0.0844123959541321,7.56098937988281,4.16620969772339,8.31594181060791,2.01897120475769,10.2630653381348,5.64524459838867
2001-05-08,0,56.66667,12.11667,0,1,0,154,33.7481689453125,-6,-12,1.2060467004776,0.349064737558365,53,56769,61970,10,10,243.902618408203,40.892505645752,314.126495361328,39.6676750183105,8.10853862762451,0.0460852943360806,1885.99719238281,993.6298828125,12.2954483032227,1.06828689575195,0.474196135997772,7.15654420852661,15.2938327789307,19.2790813446045,0.853907108306885,0.0749390348792076,8.35302734375,4.0426287651062,8.79349040985107,2.64697265625,10.3197021484375,5.76589250564575
