"lat","long","fishing_hours"
57.53,7.81,0.2155
57.53,7.82,0.4233
57.53,7.83,0.4336
57.53,7.84,0.2188
57.53,7.85,0.9568
57.53,7.86,1.6103
57.53,7.87,0.4352
57.53,7.88,0.7518
57.53,7.89,1.9009
57.53,7.9,0.8737
57.53,7.91,1.4685
57.53,7.92,0.9632
57.53,7.93,10.1535
57.53,7.94,0.7188
57.53,7.95,1.1817
57.53,7.96,0.7849
57.53,7.97,19.322
57.53,7.98,1.5246
57.53,7.99,0.3057
57.53,8,1.3167
57.53,8.01,2.4895
57.53,8.02,1.3294
57.53,8.03,3.1383
57.53,8.04,1.3115
57.53,8.05,0.6246
57.53,8.06,1.2016
57.53,8.07,0.5193
57.53,8.08,0
57.53,8.09,1.6647
57.53,8.1,1.2808
57.53,8.11,1.7896
57.53,8.12,0.9407
57.53,8.13,1.7648
57.53,8.14,4.7976
57.53,8.15,17.5326
57.53,8.16,4.0131
57.53,8.17,3.2839
57.53,8.18,5.1904
57.53,8.19,4.452
57.53,8.2,1.5874
57.53,8.21,3.9659
57.53,8.22,9.0863
57.53,8.23,1.4895
57.53,8.24,1.4638
57.53,8.25,0
57.53,8.26,2.0916
57.53,8.27,0.5011
57.53,8.29,0
57.53,8.32,0.5007
57.53,8.33,0.298
57.53,8.34,0.2888
57.53,8.35,0.2
57.53,8.36,0.3
57.53,8.38,0
57.53,8.39,0.2991
57.53,8.4,0.5974
57.53,8.41,0
57.53,8.42,0.2008
57.53,8.43,0.2005
57.53,8.44,0.7972
57.53,8.45,0.5993
57.53,8.47,2.2044
57.53,8.48,2.2715
57.53,8.5,0.4449
57.53,8.51,0.2019
57.53,8.52,0.5227
57.53,8.53,1.4972
57.53,8.54,0.9527
57.53,8.55,1.4681
57.53,8.56,0.9815
57.53,8.57,0.5521
57.53,8.58,0.8552
57.53,8.59,0.6221
57.53,8.6,0.7277
57.53,8.61,1.2231
57.53,8.62,1.3743
57.53,8.63,0.4027
57.53,8.64,0.8441
57.53,8.65,0.9929
57.53,8.66,1.1487
57.53,8.67,0.3002
57.53,8.68,3.1493
57.53,8.69,0.2
57.53,8.7,0.2497
57.53,8.71,0.7129
57.53,8.72,0.2988
57.53,8.73,0.9919
57.53,8.74,0.5458
57.53,8.75,0.2002
57.53,8.76,0.6002
57.53,8.77,20.7504
57.53,8.78,5.7591
57.53,8.79,1.6956
57.53,8.8,0.8221
57.53,8.81,0.8963
57.53,8.82,0.9209
57.53,8.83,1.5508
57.53,8.84,1.472
57.53,8.85,0.2002
57.53,8.86,0.3988
57.53,8.87,0
57.53,8.89,0.2994
57.53,8.91,0.3
57.53,8.92,0.451
57.53,8.93,2.3749
57.53,8.94,0.2994
57.53,8.95,0.5002
57.53,8.97,0.2983
57.53,9.01,0.2169
57.53,9.02,0
57.53,9.03,0.2205
57.53,9.09,0
57.53,9.1,0.2983
57.53,9.17,0
57.53,9.24,0
57.53,9.26,0
57.53,9.28,0
57.53,9.29,0
57.53,9.3,0
57.53,9.34,0
57.53,9.37,0.4841
57.53,9.38,0.6421
57.53,9.39,0.42
57.53,9.4,0
57.53,9.41,1.581
57.53,9.42,0.4716
57.53,9.43,1.2673
57.53,9.44,1.1415
57.53,9.45,0.9279
57.53,9.46,1.4667
57.53,9.47,0.5752
57.53,9.48,1.8458
57.53,9.49,0.4527
57.53,9.5,1.0499
57.53,9.51,1.7068
57.53,9.52,4.2759
57.53,9.53,1.1698
57.53,9.54,4.3038
57.53,9.55,18.7335
57.53,9.56,0.8171
57.53,9.57,0
57.53,9.58,0
57.53,9.59,0
57.53,9.61,0
57.53,9.62,0
57.53,9.63,0
57.53,9.64,0
57.53,9.65,0
57.53,9.67,0
57.53,9.68,0
57.53,9.69,0
57.53,9.7,0
57.53,9.71,0
57.53,9.72,0
57.53,9.73,0
57.53,9.76,0
57.53,9.8,0
57.54,10.51,0
57.54,10.52,0
57.54,10.53,0
57.54,10.54,0
57.54,10.55,0
57.54,10.56,0
57.54,10.57,0.2097
57.54,10.58,0.2216
57.54,10.59,0
57.54,10.6,1.6158
57.54,10.61,3.1341
57.54,10.62,14.3955
57.54,10.63,10.4872
57.54,10.64,30.9276
57.54,10.65,20.1114
57.54,10.66,38.6057
57.54,10.67,28.6047
57.54,10.68,11.6652
57.54,10.69,69.9974
57.54,10.7,9.3454
57.54,10.71,24.3806
57.54,10.72,13.1369
57.54,10.73,6.8555
57.54,10.74,6.0849
57.54,10.75,7.8918
57.54,10.76,11.0865
57.54,10.77,16.0645
57.54,10.78,29.4288
57.54,10.79,28.4137
57.54,10.8,4.0347
57.54,10.81,15.2465
57.54,10.82,7.1839
57.54,10.83,11.1625
57.54,10.84,6.5222
57.54,10.85,4.7723
57.54,10.86,21.5186
57.54,10.87,4.0511
57.54,10.88,3.9326
57.54,10.89,8.8036
57.54,10.9,9.5387
57.54,10.91,9.264
57.54,10.92,7.7839
57.54,10.93,4.3662
57.54,10.94,6.5987
57.54,10.95,7.3052
57.54,10.96,13.9127
57.54,10.97,54.2333
57.54,10.98,8.0025
57.54,10.99,13.3854
57.54,11,11.3046
57.54,11.01,16.696
57.54,11.02,17.0215
57.54,11.03,15.8633
57.54,11.04,11.4923
57.54,11.05,11.2827
57.54,11.06,26.1194
57.54,11.07,5.9779
57.54,11.08,9.5501
57.54,11.09,5.5374
57.54,11.1,4.9428
57.54,11.11,5.7202
57.54,11.12,8.9967
57.54,11.13,5.2394
57.54,11.14,9.0853
57.54,11.15,6.8844
57.54,11.16,8.5625
57.54,11.17,8.7104
57.54,11.18,11.2574
57.54,11.19,13.4477
57.54,11.2,11.0505
57.54,11.21,12.4383
57.54,11.22,9.3006
57.54,11.23,7.7925
57.54,11.24,13.242
57.54,11.25,8.4748
57.54,11.26,7.657
57.54,11.27,6.6086
57.54,11.28,0.8634
57.54,11.29,0.2116
57.54,11.3,0
57.54,11.31,0.4083
57.54,11.32,6.9465
57.54,11.33,17.2331
57.54,11.34,19.817
57.54,11.35,15.5683
57.54,11.36,15.4628
57.54,11.37,9.284
57.54,11.38,10.7502
57.54,11.39,8.3758
57.54,11.4,9.2753
57.54,11.41,7.8098
57.54,11.42,8.9187
57.54,11.43,8.5359
57.54,11.44,12.7677
57.54,11.45,12.6806
57.54,11.46,9.1154
57.54,11.47,14.2059
57.54,11.48,13.6123
57.54,11.49,8.3545
57.54,11.5,5.2486
57.54,11.51,1.2133
57.54,11.52,0
57.54,11.53,0
57.54,11.54,0
57.54,11.55,1.0435
57.54,11.56,0.6358
57.54,11.57,0.6266
57.54,11.58,0.2075
57.54,11.59,0.6188
57.54,11.6,1.3341
57.54,11.61,1.6729
57.54,11.62,0.2025
57.54,11.63,0.4127
57.54,11.64,1.4904
57.54,11.65,0.2013
57.54,11.66,0.2077
57.54,11.67,0.6774
57.54,11.68,0.2072
57.54,11.69,0
57.54,11.74,0
57.54,11.8,0
57.54,11.81,0
57.54,17,0
57.54,17.05,0
57.54,17.12,0
57.54,17.13,0
57.54,17.19,0
57.54,17.25,0
57.54,17.43,0
57.54,17.73,0
57.54,17.77,0
57.54,17.89,0
57.54,17.94,0
57.54,18.03,0
57.54,18.81,0
57.54,18.83,0
57.54,18.84,0
57.54,18.85,0
57.54,18.86,0
57.54,18.87,0
57.54,18.93,0
57.54,18.96,0
57.54,19.05,0
57.54,19.08,0
57.54,19.22,0
57.54,19.24,0
57.54,19.28,0
57.54,19.44,0
57.54,19.67,0.7391
57.54,19.68,0.2402
57.54,19.76,5.705
57.54,20.27,0
57.54,20.99,0
57.54,21.05,0
57.54,21.06,0.3169
57.54,21.07,1.0105
57.54,21.08,0
57.54,21.09,0
57.54,21.1,0
57.54,21.12,1.2071
57.54,21.13,0.661
57.54,21.14,0.7666
57.54,21.15,0.6746
57.54,21.16,0.9358
57.54,21.18,0.7697
57.54,21.19,0.5307
57.54,21.2,0
57.54,21.21,1.779
57.54,21.22,0.9211
57.54,21.23,0.2533
57.54,21.24,0
57.54,21.25,0.7672
57.54,21.26,0
57.54,21.27,0
57.54,21.28,0
57.54,21.33,0
57.54,21.34,0
57.54,21.35,0
57.54,21.36,0
57.54,21.37,0
57.54,21.38,0
57.54,21.39,0
57.54,21.4,0
57.54,21.41,0
57.54,21.42,0
57.54,21.43,0
57.54,21.44,0.2708
57.54,21.45,0
57.54,21.46,0
57.54,21.47,0.5288
57.54,21.48,0
57.54,21.49,0
57.54,21.5,0
57.54,21.52,0
57.54,21.57,0
57.54,21.6,0
57.54,6.01,0.4238
57.54,6.02,0.2108
57.54,6.05,0.6152
57.54,6.07,0.2452
57.54,6.08,0
57.54,6.09,0.2005
57.54,6.1,0.6043
57.54,6.11,0.2019
57.54,6.12,0.2936
57.54,6.14,0.3036
57.54,6.15,0.2508
57.54,6.19,1.2267
57.54,6.2,0.5013
57.54,6.21,0.4527
57.54,6.22,1.0773
57.54,6.23,0.566
57.54,6.24,0.8057
57.54,6.25,0.2166
57.54,6.26,1.2531
57.54,6.27,0.2002
57.54,6.28,0.2091
57.54,6.29,0.4743
57.54,6.3,0.2175
57.54,6.31,0.6249
57.54,6.32,0.2058
57.54,6.33,0.6429
57.54,6.34,0.2513
57.54,6.35,0.2
57.54,6.36,0.5093
57.54,6.38,0.2219
57.54,6.39,0.2
57.54,6.4,0.2063
57.54,6.42,0
57.54,6.43,0.5619
57.54,6.45,0.2058
57.54,6.46,0.3927
57.54,6.47,0.2275
57.54,6.48,0.7298
57.54,6.49,0.4175
57.54,6.5,0.5174
57.54,6.51,0.2286
57.54,6.52,0.2044
57.54,6.53,0.6224
57.54,6.54,0.2005
57.54,6.55,0
57.54,6.58,0
57.54,6.6,0
57.54,6.61,0.6196
57.54,6.62,8.7021
57.54,6.63,2.005
57.54,6.64,1.7208
57.54,6.65,3.7321
57.54,6.66,1.905
57.54,6.67,0.5185
57.54,6.68,0.4155
57.54,6.69,0
57.54,6.7,0.2991
57.54,6.72,0
57.54,6.73,0.4555
57.54,6.74,0
57.54,6.75,0.2969
57.54,6.77,0.2002
57.54,6.78,0.4988
57.54,6.79,0.2022
57.54,6.83,0.233
57.54,6.84,0.2166
57.54,6.85,0
57.54,6.86,2.5462
57.54,6.87,1.1913
57.54,6.88,0.2986
57.54,6.89,0.6377
57.54,6.9,1.4052
57.54,6.91,1.9545
57.54,6.92,1.5828
57.54,6.93,2.3383
57.54,6.94,0.7094
57.54,6.95,1.1319
57.54,6.96,0.741
57.54,6.99,0
57.54,7,0
57.54,7.01,0
57.54,7.02,0.4238
57.54,7.03,0.7021
57.54,7.04,0.2261
57.54,7.05,0.466
57.54,7.06,0.9202
57.54,7.07,1.0183
57.54,7.08,0.4821
57.54,7.09,0.434
57.54,7.1,0.4399
57.54,7.11,0.4355
57.54,7.12,1.611
57.54,7.13,0.9156
57.54,7.14,1.0898
57.54,7.15,0.5005
57.54,7.16,2.362
57.54,7.17,0.8873
57.54,7.18,1.0429
57.54,7.19,0.2363
57.54,7.2,0.235
57.54,7.21,1.4035
57.54,7.22,1.1729
57.54,7.23,0.4502
57.54,7.24,0.4324
57.54,7.25,0.7777
57.54,7.26,0.8668
57.54,7.27,0.8108
57.54,7.28,0.8898
57.54,7.29,0.7485
57.54,7.3,0.6174
57.54,7.31,0.2141
57.54,7.32,0.4249
57.54,7.33,1.3024
57.54,7.34,0.644
57.54,7.35,0.931
57.54,7.36,0.4199
57.54,7.37,0.2066
57.54,7.38,1.6259
57.54,7.39,0.4097
57.54,7.4,0.4244
57.54,7.41,0.4413
57.54,7.42,1.369
57.54,7.43,0.4291
57.54,7.44,0.4333
57.54,7.45,0.7663
57.54,7.46,1.0223
57.54,7.47,0.7823
57.54,7.48,0.7197
57.54,7.49,0.6604
57.54,7.5,1.5221
57.54,7.51,1.4262
57.54,7.52,7.0097
57.54,7.53,0.6574
57.54,7.54,0.6493
57.54,7.55,0.213
57.54,7.56,0.7123
57.54,7.57,0.8552
57.54,7.58,0.2244
57.54,7.59,0.4593
57.54,7.6,2.4318
57.54,7.61,0.4369
57.54,7.62,0.6493
57.54,7.63,0.6449
57.54,7.64,0.8904
57.54,7.65,0.2025
57.54,7.66,0.6411
57.54,7.67,0.4744
57.54,7.68,7.7524
57.54,7.69,0.4583
57.54,7.7,0.4252
57.54,7.71,0.2163
57.54,7.73,0.3261
57.54,7.74,0.308
57.54,7.76,0.4405
57.54,7.78,0.5425
57.54,7.79,0.9883
57.54,7.8,1.3155
57.54,7.81,1.2163
57.54,7.82,1.1353
57.54,7.83,0.6385
57.54,7.84,0.2383
57.54,7.85,0.2213
57.54,7.86,1.3227
57.54,7.87,0.6893
57.54,7.88,0.9216
57.54,7.89,0.4296
57.54,7.9,0.7535
57.54,7.92,1.5643
57.54,7.93,0.9072
57.54,7.94,0.2013
57.54,7.95,0.5216
57.54,7.96,0.5002
57.54,7.97,0.2988
57.54,7.98,0.6429
57.54,7.99,16.1565
57.54,8,1.2903
57.54,8.01,0.9273
57.54,8.02,0.9211
57.54,8.03,1.1418
57.54,8.04,1.516
57.54,8.05,1.2185
57.54,8.06,1.1823
57.54,8.07,0.4502
57.54,8.08,1.3171
57.54,8.09,2.2988
57.54,8.1,0.774
57.54,8.11,0.2277
57.54,8.12,1.9242
57.54,8.13,0.7999
57.54,8.14,1.2931
57.54,8.15,0.4518
57.54,8.16,1.8959
57.54,8.17,1.0598
57.54,8.18,3.3394
57.54,8.19,10.318
57.54,8.2,5.2081
57.54,8.21,4.4959
57.54,8.22,5.8155
57.54,8.23,3.4919
57.54,8.24,18.9495
57.54,8.25,2.2588
57.54,8.26,1.8718
57.54,8.27,1.7578
57.54,8.28,0.4002
57.54,8.29,0.5151
57.54,8.3,0.698
57.54,8.31,0.2005
57.54,8.32,0.2008
57.54,8.33,0.2011
57.54,8.34,1.8011
57.54,8.37,3.131
57.54,8.38,0.9007
57.54,8.39,0.4511
57.54,8.4,0
57.54,8.42,0.2008
57.54,8.43,0.598
57.54,8.45,0
57.54,8.46,0.2058
57.54,8.48,0.2925
57.54,8.49,0.8965
57.54,8.5,0.5994
57.54,8.51,0.7046
57.54,8.52,0.2919
57.54,8.53,0
57.54,8.54,0.4235
57.54,8.55,0.4521
57.54,8.56,1.2654
57.54,8.57,0.4988
57.54,8.58,1.6484
57.54,8.59,0.5088
57.54,8.6,2.0643
57.54,8.61,1.181
57.54,8.62,0.7621
57.54,8.63,0.601
57.54,8.64,0.2002
57.54,8.65,0.2005
57.54,8.66,0
57.54,8.67,0.4016
57.54,8.68,1.856
57.54,8.69,0.6013
57.54,8.7,0.5974
57.54,8.71,0.771
57.54,8.72,0.2
57.54,8.73,0.5008
57.54,8.74,1.202
57.54,8.75,1.5499
57.54,8.76,0.2991
57.54,8.77,0.2027
57.54,8.79,14.6005
57.54,8.8,9.2631
57.54,8.81,17.4687
57.54,8.82,1.3295
57.54,8.83,2.2445
57.54,8.84,17.4115
57.54,8.85,2.7493
57.54,8.86,0.949
57.54,8.87,0.6821
57.54,8.88,0
57.54,8.89,2.4069
57.54,8.9,0.4002
57.54,8.91,0.2002
57.54,8.94,0.4999
57.54,8.95,0.2736
57.54,8.96,0.406
57.54,8.97,0.409
57.54,8.98,1.0862
57.54,8.99,0.2027
57.54,9.03,0.5249
57.54,9.04,0.6388
57.54,9.05,0
57.54,9.08,0
57.54,9.09,0.3008
57.54,9.1,0
57.54,9.13,0
57.54,9.17,0
57.54,9.21,0
57.54,9.23,0
57.54,9.24,0
57.54,9.25,0
57.54,9.28,0
57.54,9.29,0
57.54,9.34,0
57.54,9.36,0
57.54,9.37,0
57.54,9.38,0
57.54,9.39,0
57.54,9.41,0.6357
57.54,9.42,0.5
57.54,9.43,0.2277
57.54,9.45,0.2333
57.54,9.46,0.6293
57.54,9.47,0.9561
57.54,9.48,0.4021
57.54,9.49,0.7024
57.54,9.5,0.719
57.54,9.51,0.6057
57.54,9.52,2.0409
57.54,9.53,0.9296
57.54,9.54,5.2747
57.54,9.55,9.0123
57.54,9.56,1.878
57.54,9.57,9.7705
57.54,9.59,0
57.54,9.6,0
57.54,9.62,0
57.54,9.64,0
57.54,9.65,0
57.54,9.66,0
57.54,9.68,0
57.54,9.69,0
57.54,9.7,0
57.54,9.72,0
57.54,9.73,0
57.54,9.74,0
57.54,9.75,0
57.54,9.76,0
57.54,9.77,0
57.55,10.5,0
57.55,10.53,0.8466
57.55,10.54,0
57.55,10.55,8.2858
57.55,10.56,0
57.55,10.57,0
57.55,10.58,0.3782
57.55,10.59,2.1262
57.55,10.6,5.9048
57.55,10.61,7.3072
57.55,10.62,33.2421
57.55,10.63,50.6877
57.55,10.64,11.8203
57.55,10.65,46.3308
57.55,10.66,10.0532
57.55,10.67,34.62
57.55,10.68,8.3454
57.55,10.69,14.3655
57.55,10.7,9.2516
57.55,10.71,9.5365
57.55,10.72,11.3572
57.55,10.73,6.264
57.55,10.74,10.4409
57.55,10.75,10.6807
57.55,10.76,12.3802
57.55,10.77,30.4613
57.55,10.78,50.7714
57.55,10.79,7.229
57.55,10.8,4.8262
57.55,10.81,9.2247
57.55,10.82,9.6149
57.55,10.83,8.1602
57.55,10.84,6.6364
57.55,10.85,4.3357
57.55,10.86,6.1908
57.55,10.87,4.0324
57.55,10.88,4.6232
57.55,10.89,3.099
57.55,10.9,5.9347
57.55,10.91,8.2365
57.55,10.92,25.6289
57.55,10.93,5.7254
57.55,10.94,7.2859
57.55,10.95,5.0115
57.55,10.96,13.1711
57.55,10.97,9.7225
57.55,10.98,11.4375
57.55,10.99,13.6008
57.55,11,19.2385
57.55,11.01,13.9466
57.55,11.02,10.3487
57.55,11.03,14.2668
57.55,11.04,13.083
57.55,11.05,12.8466
57.55,11.06,10.3604
57.55,11.07,17.299
57.55,11.08,8.9727
57.55,11.09,11.027
57.55,11.1,11.12
57.55,11.11,6.3507
57.55,11.12,4.4752
57.55,11.13,6.2761
57.55,11.14,7.8284
57.55,11.15,4.7065
57.55,11.16,4.0598
57.55,11.17,5.1954
57.55,11.18,5.2462
57.55,11.19,8.4562
57.55,11.2,9.0894
57.55,11.21,11.1971
57.55,11.22,12.7066
57.55,11.23,12.9647
57.55,11.24,13.5507
57.55,11.25,11.5374
57.55,11.26,6.7159
57.55,11.27,5.1757
57.55,11.28,0.2072
57.55,11.29,0.2019
57.55,11.3,0.4141
57.55,11.31,0
57.55,11.32,0
57.55,11.33,1.5265
57.55,11.34,5.3601
57.55,11.35,10.4369
57.55,11.36,19.2372
57.55,11.37,17.0323
57.55,11.38,14.103
57.55,11.39,14.1947
57.55,11.4,6.2832
57.55,11.41,8.2066
57.55,11.42,9.8708
57.55,11.43,7.9973
57.55,11.44,12.6654
57.55,11.45,12.5135
57.55,11.46,12.8272
57.55,11.47,15.434
57.55,11.48,9.8877
57.55,11.49,6.3049
57.55,11.5,4.1222
57.55,11.51,0.6743
57.55,11.52,0.4335
57.55,11.53,0.3833
57.55,11.54,0.4201
57.55,11.55,0.8096
57.55,11.56,0.8582
57.55,11.57,0.8229
57.55,11.58,0.2088
57.55,11.59,0.2005
57.55,11.6,0
57.55,11.61,0.6558
57.55,11.62,1.0713
57.55,11.63,0.2036
57.55,11.64,0.4957
57.55,11.65,0.2002
57.55,11.66,1.2497
57.55,11.67,0.5088
57.55,11.68,0.6821
57.55,11.69,0
57.55,11.7,0
57.55,11.71,0
57.55,11.8,0
57.55,11.81,0
57.55,11.96,0
57.55,16.68,0
57.55,16.94,0
57.55,16.97,0
57.55,17.15,0
57.55,17.38,0
57.55,17.95,0
57.55,18.81,0
57.55,18.83,0.6194
57.55,18.84,0.2111
57.55,18.85,0
57.55,18.86,0
57.55,18.87,0
57.55,18.88,0
57.55,18.89,0
57.55,18.9,0
57.55,18.95,0
57.55,18.99,0
57.55,19,0
57.55,19.01,0
57.55,19.02,0
57.55,19.03,0
57.55,19.04,0
57.55,19.06,0
57.55,19.09,0
57.55,19.11,0
57.55,19.12,0
57.55,19.13,0
57.55,19.15,0.208
57.55,19.16,0
57.55,19.17,0.4022
57.55,19.18,0.7018
57.55,19.26,0
57.55,19.28,0
57.55,19.31,0
57.55,19.32,0
57.55,19.4,0
57.55,19.51,0
57.55,19.68,17.7229
57.55,19.69,0.1911
57.55,19.7,0.3683
57.55,21.04,0
57.55,21.05,3.5105
57.55,21.09,0.3127
57.55,21.11,0.2183
57.55,21.12,1.0988
57.55,21.13,0.5055
57.55,21.14,0.2508
57.55,21.15,0.5179
57.55,21.16,0
57.55,21.17,0.255
57.55,21.18,0.2527
57.55,21.19,1.4591
57.55,21.2,0.5032
57.55,21.21,0.2644
57.55,21.22,0.2522
57.55,21.23,0.2533
57.55,21.24,0
57.55,21.25,0.2583
57.55,21.26,0
57.55,21.27,0
57.55,21.29,0
57.55,21.3,0
57.55,21.31,0
57.55,21.36,0
57.55,21.37,0
57.55,21.38,0
57.55,21.39,0
57.55,21.4,0
57.55,21.41,0
57.55,21.43,0
57.55,21.45,0
57.55,21.46,0.2472
57.55,21.47,0
57.55,21.48,0
57.55,21.49,15.2847
57.55,21.5,0.253
57.55,21.52,0
57.55,23.03,0.2444
57.55,23.75,0
57.55,6.01,0.5058
57.55,6.02,0.4
57.55,6.03,0.5952
57.55,6.05,0.4393
57.55,6.06,0.6483
57.55,6.07,0
57.55,6.08,0.5274
57.55,6.11,2.3632
57.55,6.13,0.2994
57.55,6.14,0.5021
57.55,6.15,0.4535
57.55,6.16,0.5455
57.55,6.17,4.3184
57.55,6.18,0.2061
57.55,6.19,0.503
57.55,6.2,0.456
57.55,6.21,24.0702
57.55,6.22,0.2002
57.55,6.23,0.2305
57.55,6.24,0.5004
57.55,6.25,0.6232
57.55,6.27,0.2202
57.55,6.28,0.8024
57.55,6.29,0.2502
57.55,6.3,0
57.55,6.31,0.4319
57.55,6.33,0.5074
57.55,6.35,0.4419
57.55,6.36,0
57.55,6.37,0
57.55,6.38,0
57.55,6.39,0.2222
57.55,6.41,0.4207
57.55,6.43,0.6835
57.55,6.44,0.4374
57.55,6.45,0.5277
57.55,6.46,0.2316
57.55,6.48,0
57.55,6.49,0.2141
57.55,6.5,0.215
57.55,6.52,10.4527
57.55,6.57,0.2508
57.55,6.58,0.4316
57.55,6.59,0.4302
57.55,6.6,1.1284
57.55,6.61,1.6098
57.55,6.62,1.615
57.55,6.63,2.074
57.55,6.64,1.7068
57.55,6.65,1.2156
57.55,6.66,0.5082
57.55,6.67,0.2838
57.55,6.68,0.6513
57.55,6.69,0
57.55,6.7,0.2005
57.55,6.72,0.3005
57.55,6.73,0
57.55,6.74,0.2544
57.55,6.75,0.2041
57.55,6.79,0
57.55,6.82,1.1832
57.55,6.83,0.6869
57.55,6.84,1.3643
57.55,6.85,2.2002
57.55,6.86,5.6096
57.55,6.87,1.1401
57.55,6.88,1.3544
57.55,6.89,1.1973
57.55,6.9,1.6979
57.55,6.91,0.8751
57.55,6.92,0.2288
57.55,6.93,0
57.55,6.94,0.8165
57.55,6.95,0.4274
57.55,6.96,0.4555
57.55,6.97,0.4302
57.55,6.98,0.2016
57.55,6.99,1.0676
57.55,7,2.8217
57.55,7.01,1.5181
57.55,7.02,1.1086
57.55,7.03,0.7032
57.55,7.04,9.5665
57.55,7.05,1.1395
57.55,7.06,0.9201
57.55,7.07,0.4318
57.55,7.08,0.7295
57.55,7.09,0.411
57.55,7.1,1.0131
57.55,7.11,0.729
57.55,7.12,0.9962
57.55,7.13,2.9783
57.55,7.14,1.1998
57.55,7.15,0.611
57.55,7.16,0.4252
57.55,7.17,0.4971
57.55,7.18,0.4358
57.55,7.19,0.2194
57.55,7.2,0.4791
57.55,7.21,15.6035
57.55,7.22,0.4527
57.55,7.23,0.6558
57.55,7.24,0.628
57.55,7.25,0.4182
57.55,7.34,0.4263
57.55,7.35,0.4358
57.55,7.37,0.7093
57.55,7.38,0.6285
57.55,7.39,0.9593
57.55,7.4,0.4332
57.55,7.41,3.1147
57.55,7.42,1.5587
57.55,7.43,0.8365
57.55,7.44,0.8486
57.55,7.45,1.1784
57.55,7.46,2.2921
57.55,7.47,1.0338
57.55,7.48,0.4476
57.55,7.49,0
57.55,7.51,0.2527
57.55,7.52,0.6307
57.55,7.53,0.8491
57.55,7.54,1.2218
57.55,7.55,0.6882
57.55,7.56,1.1281
57.55,7.57,1.0638
57.55,7.58,0.6636
57.55,7.59,0.8463
57.55,7.6,0.6783
57.55,7.61,1.0826
57.55,7.62,0.8785
57.55,7.63,0.2216
57.55,7.64,1.2027
57.55,7.65,0.4632
57.55,7.66,0.8651
57.55,7.67,0.5552
57.55,7.68,0.7632
57.55,7.69,0.8895
57.55,7.7,1.2271
57.55,7.71,0.6446
57.55,7.72,1.0007
57.55,7.73,0.9107
57.55,7.74,0.8627
57.55,7.75,0.6652
57.55,7.76,0.6375
57.55,7.77,0.4063
57.55,7.78,0.2327
57.55,7.79,0.2188
57.55,7.8,1.8471
57.55,7.81,0.4346
57.55,7.82,0.463
57.55,7.83,1.0791
57.55,7.84,1.2012
57.55,7.85,1.2504
57.55,7.86,0.7224
57.55,7.87,0.7291
57.55,7.88,1.4209
57.55,7.89,0.421
57.55,7.9,0.8904
57.55,7.91,0.6582
57.55,7.92,0.416
57.55,7.94,0.7843
57.55,7.95,0.2094
57.55,7.97,0.2691
57.55,7.98,0.2002
57.55,7.99,0.7107
57.55,8,0.7957
57.55,8.01,5.1433
57.55,8.02,2.2959
57.55,8.03,0.9054
57.55,8.04,1.5934
57.55,8.05,0.7668
57.55,8.06,15.0728
57.55,8.07,1.1032
57.55,8.08,1.0415
57.55,8.09,2.2834
57.55,8.1,40.9242
57.55,8.11,0.2055
57.55,8.12,19.0407
57.55,8.13,18.2826
57.55,8.14,0.2211
57.55,8.15,0.4486
57.55,8.16,2.8893
57.55,8.17,0.6035
57.55,8.18,1.5259
57.55,8.19,2.0748
57.55,8.2,0.5035
57.55,8.21,1.2488
57.55,8.22,2.0603
57.55,8.23,1.5475
57.55,8.24,6.4828
57.55,8.25,5.8022
57.55,8.26,4.3532
57.55,8.27,5.3949
57.55,8.28,18.6937
57.55,8.29,2.5751
57.55,8.3,1.5267
57.55,8.31,1.134
57.55,8.32,1.4288
57.55,8.33,15.7013
57.55,8.34,0.7477
57.55,8.35,2.4415
57.55,8.36,0.4002
57.55,8.37,0.9002
57.55,8.38,0.9002
57.55,8.4,0.7219
57.55,8.41,0.599
57.55,8.42,0.403
57.55,8.44,0.2983
57.55,8.45,0.2994
57.55,8.46,4.5612
57.55,8.5,0.2019
57.55,8.51,0.2986
57.55,8.53,0.6491
57.55,8.54,0.5566
57.55,8.55,0.2672
57.55,8.56,0.2013
57.55,8.57,0.6963
57.55,8.58,0.5057
57.55,8.59,0.8598
57.55,8.6,0.5535
57.55,8.61,0.7918
57.55,8.62,0.2988
57.55,8.63,1.366
57.55,8.64,0
57.55,8.65,1.6523
57.55,8.66,0.5974
57.55,8.67,0.5005
57.55,8.68,0.2005
57.55,8.69,0.5994
57.55,8.7,1.3857
57.55,8.71,0.4008
57.55,8.72,1.562
57.55,8.73,0.6965
57.55,8.74,0.2052
57.55,8.75,0.2994
57.55,8.76,1.0015
57.55,8.77,0.6994
57.55,8.78,0.2961
57.55,8.79,0.596
57.55,8.8,19.5429
57.55,8.81,6.5559
57.55,8.82,1.1136
57.55,8.83,9.2162
57.55,8.84,2.107
57.55,8.85,1.35
57.55,8.86,1.6806
57.55,8.87,1.219
57.55,8.88,2.2671
57.55,8.89,17.9556
57.55,8.9,2.7231
57.55,8.91,0.2991
57.55,8.93,0.2002
57.55,8.95,0
57.55,8.97,0.2013
57.55,8.98,0.499
57.55,9,0.7035
57.55,9.01,0.2002
57.55,9.02,0.298
57.55,9.04,0
57.55,9.06,0.2477
57.55,9.07,0.3013
57.55,9.08,0
57.55,9.09,0.3002
57.55,9.11,0
57.55,9.13,0
