origin_id|date_start|date_end|scien_name|life_stage|length|weight|quantity|q_unit|gear_type|fishing_a|soak_time|effort|start_lat|start_lon|end_lat|end_long|time_utc|depth|temp_c|notes|citation|restr|restr_desc|dataset|place|species_fk|species_fi|count_qual|gear_other
FI_fish_45|15/08/2003||Platichthys flesus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_46|15/08/2003||Platichthys flesus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_47|15/08/2003||Rutilus rutilus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_48|15/08/2003||Rutilus rutilus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_49|15/08/2003||Sander lucioperca|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_50|15/08/2003||Zoarces viviparus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_51|15/08/2003||Zoarces viviparus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_52|15/08/2004||Alburnus alburnus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_53|15/08/2004||Clupea harengus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_54|15/08/2004||Clupea harengus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_55|15/08/2004||Coregonus maraena|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_56|15/08/2004||Coregonus maraena|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_57|15/08/2004||Gobius niger|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_58|15/08/2004||Gobius niger|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_59|15/08/2004||Gymnocephalus cernua|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_60|15/08/2004||Gymnocephalus cernua|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_61|15/08/2004||Leuciscus idus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_62|15/08/2004||Leuciscus idus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_63|15/08/2004||Myoxocephalus quadricornis|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_64|15/08/2004||Myoxocephalus quadricornis|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_65|15/08/2004||Perca fluviatilis|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_66|15/08/2004||Perca fluviatilis|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_67|15/08/2004||Platichthys flesus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_68|15/08/2004||Platichthys flesus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_69|15/08/2004||Rutilus rutilus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_70|15/08/2004||Rutilus rutilus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_71|15/08/2004||Sander lucioperca|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_72|15/08/2004||Sprattus sprattus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_73|15/08/2005||Abramis brama|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_74|15/08/2005||Abramis brama|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_75|15/08/2005||Alburnus alburnus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_76|15/08/2005||Blicca bjoerkna|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_77|15/08/2005||Blicca bjoerkna|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_78|15/08/2005||Clupea harengus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_79|15/08/2005||Clupea harengus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_80|15/08/2005||Coregonus maraena|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_81|15/08/2005||Coregonus maraena|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_82|15/08/2005||Gasterosteus aculeatus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_83|15/08/2005||Gobius niger|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_84|15/08/2005||Gobius niger|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_85|15/08/2005||Gymnocephalus cernua|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_86|15/08/2005||Gymnocephalus cernua|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_87|15/08/2005||Leuciscus idus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_88|15/08/2005||Leuciscus idus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_89|15/08/2005||Perca fluviatilis|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_90|15/08/2005||Perca fluviatilis|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_91|15/08/2005||Platichthys flesus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_92|15/08/2005||Platichthys flesus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_93|15/08/2005||Rutilus rutilus|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_94|15/08/2005||Rutilus rutilus|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_95|15/08/2005||Sander lucioperca|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_96|15/08/2005||Taurulus bubalis|Juvenile|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_97|15/08/2005||Taurulus bubalis|Adult|||1|presence/absence|Gill net||12||60.04025|21.51101||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Brunskär||||
FI_fish_98|15/08/2005||Abramis brama|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_99|15/08/2005||Alburnus alburnus|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_100|15/08/2005||Blicca bjoerkna|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_101|15/08/2005||Blicca bjoerkna|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_102|15/08/2005||Clupea harengus|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_103|15/08/2005||Clupea harengus|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_104|15/08/2005||Esox lucius|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_105|15/08/2005||Gobius niger|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_106|15/08/2005||Gymnocephalus cernua|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_107|15/08/2005||Perca fluviatilis|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_108|15/08/2005||Perca fluviatilis|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_109|15/08/2005||Platichthys flesus|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_110|15/08/2005||Rutilus rutilus|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_111|15/08/2005||Rutilus rutilus|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_112|15/08/2005||Sander lucioperca|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_113|15/08/2005||Sprattus sprattus|Adult|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_114|15/08/2005||Vimba vimba|Juvenile|||1|presence/absence|Gill net||12||60.1746|24.88351||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Helsinki läntinen||||
FI_fish_115|15/08/2005||Abramis brama|Juvenile|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_116|15/08/2005||Alburnus alburnus|Adult|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_117|15/08/2005||Blicca bjoerkna|Juvenile|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_118|15/08/2005||Blicca bjoerkna|Adult|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_119|15/08/2005||Clupea harengus|Juvenile|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_120|15/08/2005||Clupea harengus|Adult|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_121|15/08/2005||Esox lucius|Juvenile|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_122|15/08/2005||Gymnocephalus cernua|Juvenile|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
FI_fish_123|15/08/2005||Gymnocephalus cernua|Adult|||1|presence/absence|Gill net||12||60.37055|22.43902||||||||Yes|"Source ""Finnish National test fishing register"" must be mentioned"|Luke_gillnet_fish_FI|Kaitvesi||||
